,1402110jcsa07_1_DCIS ,1402110jcsa08_1_Reduction ,1402110jcsa09_1_Reduction ,1402110jcsa10_1_LumA ,1402110jcsa11_1_Reduction ,1402110jcsa12_1_Basal ,1402110jcsa14_1_LumA ,1402110jcsa15_1_Reduction ,1402110jcsa16_1_LumB ,1402110jcsa17_1_DCIS ,1402110jcsa18_1_LumA ,1402110jcsa19_1_Basal ,1402110jcsa21_1_LumA ,1402110jcsa22_1_LumB ,1402110jcsa24_1_LumB ,1402110jcsa25_1_LumA ,1402110jcsa26_1_LumA ,1402110jcsa28_1_HER2 ,1402110jcsa29_1_LumA ,1402110jcsa32_1_DCIS ,1402110jcsa33_1_LumA ,1402110jcsa35_1_Basal ,1402110jcsa36_1_HER2 ,1402110jcsa37_1_Basal ,1402110jcsa38_1_Reduction ,1402110jcsa39_1_LumA ,1402110jcsa40_1_LumB ,1402110jcsa42_1_Basal ,1402110jcsa43_1_HER2 ,1402110jcsa45_1_HER2 ,1402110jcsa46_1_HER2 ,140214ajcsa08_1_Basal ,140214ajcsa09_1_Reduction ,140214ajcsa10_1_Basal ,140214ajcsa11_1_LumA ,140214ajcsa12_1_HER2 ,140214ajcsa14_1_LumB ,140214ajcsa16_1_DCIS ,140214ajcsa17_1_DCIS ,140214ajcsa18_1_Reduction ,140214ajcsa19_1_Reduction ,140214ajcsa22_1_DCIS ,140214ajcsa23_1_HER2 ,140214ajcsa24_1_LumB ,140214ajcsa26_1_Reduction ,140214ajcsa28_1_Basal ,140214ajcsa29_1_Reduction ,140214ajcsa30_1_Reduction ,140214ajcsa31_1_DCIS ,140214ajcsa32_1_LumB ,140214ajcsa33_1_DCIS ,140214ajcsa37_1_LumB ,140214ajcsa38_1_LumB ,140214ajcsa39_1_DCIS ,140214ajcsa40_1_Basal ,140214ajcsa42_1_HER2 ,140214ajcsa43_1_DCIS ,140214ajcsa44_1_Basal ,140214ajcsa45_1_DCIS ,140214ajcsa46_1_LumB ,140214ajcsa47_1_LumA ,140217ajcsa07_1_LumA ,140217ajcsa08_1_LumB ,140217ajcsa09_1_Basal ,140217ajcsa10_1_DCIS ,140217ajcsa11_1_DCIS ,140217ajcsa12_1_DCIS ,140217ajcsa14_1_HER2 ,140217ajcsa15_1_HER2 ,140217ajcsa16_1_Basal ,140217ajcsa17_1_Basal ,140217ajcsa18_1_LumA ,140217ajcsa21_1_HER2 ,140217ajcsa22_1_LumB ,140217ajcsa23_1_LumB ,140217ajcsa24_1_LumA ,140217ajcsa25_1_LumB ,140217ajcsa26_1_DCIS ,140217ajcsa28_1_HER2 ,140217ajcsa29_1_LumA ,140217ajcsa32_1_Reduction ,140217ajcsa33_1_HER2 ,140217ajcsa35_1_LumB ,140217ajcsa37_1_LumA ,140217ajcsa38_1_LumB ,140217ajcsa39_1_LumB ,140217ajcsa40_1_LumB ,140217ajcsa43_1_LumA ,140217ajcsa45_1_DCIS ,140217ajcsa46_1_Basal ,140217ajcsa47_1_LumA ,140219ajcsa07_1_Reduction ,140219ajcsa08_1_Basal ,140219ajcsa09_1_Reduction ,140219ajcsa11_1_Reduction ,140219ajcsa12_1_LumA ,140219ajcsa14_1_DCIS ,140219ajcsa17_1_DCIS ,140219ajcsa18_1_HER2 ,140219ajcsa19_1_Basal ,140219ajcsa21_1_HER2 ,140219ajcsa22_1_Basal ,140219ajcsa23_1_LumA ,140219ajcsa24_1_Basal ,140219ajcsa25_1_LumB ,140219ajcsa28_1_Basal ,140219ajcsa29_1_DCIS ,140219ajcsa31_1_HER2 ,140219ajcsa32_1_DCIS ,140219ajcsa33_1_Reduction ,140219ajcsa35_1_Reduction ,140219ajcsa36_1_Basal ,140219ajcsa37_1_LumB ,140219ajcsa38_1_Basal ,140219ajcsa39_1_Reduction ,140219ajcsa40_1_DCIS ,140219ajcsa42_1_LumA ,140219ajcsa43_1_LumA ,140219ajcsa45_1_DCIS ,140219ajcsa50_1_DCIS ,140219ajcsa51_1_DCIS ,140219ajcsa52_1_Reduction ,140219ajcsa53_1_Reduction ,140219ajcsa54_1_DCIS ,140219ajcsa55_1_LumA 
36,52042.42830877344,0.0,182959.25991432648,41366.50471789527,133543.10622408395,147300.01495698543,37259.40421513807,28964.93473876838,0.0,0.0,150348.00970927288,424485.123431628,31572.66821904152,11156.09969398599,262754.19381870964,46264.60763693776,55179.52338474835,263973.15407103475,141223.82959042102,51684.29313290544,214723.32495324244,98668.59681039905,127131.26630570675,42086.37724908679,533654.4452514197,55985.93517430608,301103.10493941105,34902.72907964069,496838.0176971063,102307.53685168788,56227.511759110246,85103.85937801498,143892.08259266615,18291.153338646232,57477.20325630464,134890.5282563982,565099.3400079116,38008.92639244269,0.0,118023.60584872516,165243.74339349358,26375.19448264144,238040.1388389883,73430.99203811551,32510.45782976648,71296.28553420998,45537.92745177767,107735.3496756473,371602.1679723286,141335.6961482047,59081.76111061406,80333.81942360377,345827.3900495017,285080.76046910684,83173.35217873713,324860.7150898245,1208633.712616497,435518.8305471232,0.0,78305.19461175718,41573.22217536908,0.0,19667.41227794638,41956.25983523252,159237.8239645084,456758.21964641765,489261.9229644644,406494.7020303319,496726.4858671582,621907.2765703137,435198.619562665,87661.05281073466,81371.80209949808,242325.2366846822,532393.7199911269,335354.3360239214,134389.3153817267,68839.07870154578,560213.1883377471,205291.49813080125,119299.12132115244,324729.079926529,125253.5859068921,59718.41210739026,380646.5177752422,71828.41360092824,0.0,54985.92183332078,867984.968522857,428289.5126735398,50115.07675653927,16835.4981059206,0.0,0.0,110974.4323227764,38907.96115378384,45101.2298371779,125449.01032380215,124442.45480828696,249198.0136947607,257182.0413630603,179939.7874425344,497400.3002432155,29227.26800078121,82908.84513474582,64043.98518879368,243369.0973174513,124383.23641931622,49655.6430770163,23993.26562519945,72091.34816490515,140970.64242716425,0.0,44469.79603719886,35502.20333225252,200054.4348347733,0.0,114961.66395599364,0.0,0.0,41988.67235434891,14545.098831940064,28070.209290244413,0.0,0.0
37,0.0,0.0,1218062.851769267,67358.61319812312,0.0,0.0,0.0,0.0,451601.3574263711,389244.8836884146,0.0,1153305.4795978067,52360.60414623012,0.0,1682937.279830685,0.0,0.0,672289.9004659228,0.0,0.0,837786.624835222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1287786.632000726,0.0,0.0,0.0,558155.2405980469,0.0,874464.9291926166,1358968.4132322103,184433.1624413114,0.0,0.0,53876.592383796175,410939.8957053037,366823.7320010164,212603.0,658399.6557114492,0.0,0.0,0.0,0.0,462006.8138615767,70157.61936458657,0.0,0.0,484723.1028613796,0.0,0.0,4071447.028169078,1148186.820589628,0.0,34591.47212804713,686510.9604834662,0.0,61885.77463595662,0.0,0.0,670035.667403494,1686023.7879865747,1120929.7267455142,0.0,46049.964584487374,1024335.9392482236,1309298.5576576197,0.0,0.0,0.0,1751779.3047826565,1829611.7592323115,0.0,1459384.9046313274,4269980.1153156925,1895101.087501603,0.0,490284.944910754,0.0,933921.8758841704,1457384.4664902731,0.0,576965.7869617168,694232.4239050907,5296500.217872378,0.0,0.0,0.0,191139.90772862892,0.0,0.0,0.0,172259.96007836168,273115.293843766,1137572.600493683,4313584.666851776,0.0,20995.234246096166,229038.9803996929,398029.1977780325,0.0,445949.1767504406,185064.5002760268,13027.084173975629,0.0,0.0,134574.9027567109,195795.84020082845,342582.2639600165,289031.20953508955,209922.69097906828,465458.7713116385,377605.1110228556,132779.3337168718,694655.4602319975,40309.95895602388,168109.05445943546,0.0,200018.9232650249,29021.232358193665,242766.97485725905
38,60919.87693526066,730752.3430276734,146529.29774797615,191096.0,250873.71314362675,117709.8126452932,20318.0,72897.78377686231,0.0,60733.417431144015,267482.8271614168,328167.2163935096,0.0,0.0,130659.56750827788,0.0,0.0,190391.45315654637,529782.520683009,0.0,141347.0,719589.1507160428,378961.32369954383,0.0,229927.64627402223,0.0,0.0,0.0,172830.18191094144,0.0,241801.84437825103,0.0,75274.05483173352,359161.495030584,104464.48135416608,258254.37804213847,78723.5832935525,0.0,0.0,134957.6046141229,249426.43259626665,0.0,200858.0,256987.84713494347,0.0,0.0,0.0,280089.95582140627,0.0,0.0,0.0,0.0,295264.16238861403,855606.2218400263,509225.0898746665,313843.9314855797,982532.0423297432,875154.2878772845,0.0,0.0,0.0,0.0,0.0,0.0,211456.25149754703,231118.0245034292,235661.84897894907,81815.10548730049,392352.2034191571,161363.5687964527,86531.32771116006,203060.02920094776,221693.6828416352,730442.1183965565,289039.4237202433,0.0,0.0,0.0,223233.09138596532,0.0,0.0,0.0,290202.9993707248,58674.94723578559,164140.2767191277,0.0,0.0,0.0,320743.9940155157,455378.1765036039,0.0,0.0,0.0,91513.0,270271.3262814411,0.0,39239.6567424325,119989.24194051324,0.0,0.0,426116.6561442958,230235.89926830828,95759.68695967492,0.0,0.0,0.0,251039.9183693808,126851.2547031424,63979.0,459712.2939683405,158130.08789646626,503490.0,0.0,26812.60874531079,0.0,106084.21229821914,0.0,207353.02305610565,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,403053.4742406526,17977.0,670754.9836688873,318825.4781433704,152698.5059375991,346409.5247442984,29160.817017393147,148112.22805402818,16081.04465145718,1342283.3386469125,718256.7766286166,129552.03441668332,203970.96381224607,912724.8866482788,765937.2069333508,309696.5260221208,622758.3989860234,442729.8866581069,210406.122099599,102620.18915438993,1417226.12612693,161414.4211347492,573887.1916467325,15012.209104427007,66564.81099566631,102133.22792043436,337819.0,416652.1480725816,772658.4636754633,98126.78344824424,221043.72348715676,314129.0,989719.9515090832,51026.0,96742.15521741286,862591.9617200063,1414675.928990533,0.0,0.0,995489.9984294062,252593.83114300208,0.0,43270.95437938637,0.0,15262.744053285953,249652.2459410597,9036.575629324092,38183.0,0.0,168254.77959817168,135558.41001406015,33189.56182641359,0.0,1537016.7414675904,116420.70900401517,47537.06176153378,100736.40255742428,171972.486578059,0.0,2358426.841082534,166721.0,310535.76484084176,13073.109391442864,17965.54022229206,992807.8403562368,18633.64315238103,250589.9530619376,32182.12169689524,0.0,203236.10070719232,0.0,113030.8455638194,29326.34345934118,98586.76580176532,76956.84867317154,4732329.40474252,768758.6389641098,103259.50806213247,544669.685185655,19263.20122057511,107656.0,0.0,52202.0131843322,0.0,360938.0214032952,18199.35857012894,10741.33423928624,7369.3539861489935,394927.6486712416,508364.0,19634.192407175608,6925.536866810266,756631.5602710644,882727.1365307193,12305.36090509244,26638.52184158221,1170372.3920898014,167262.0264584546,0.0,937383.8036391578,686662.7103703762,0.0,0.0,50457.0,18332.466293584668,888726.6075636824,1388763.3960019369,0.0,535287.5375937177,55027.22838616647,256434.8842476668,1024711.307782864,0.0,3284742.378613037,1175269.0710379027,1298037.8796713627,857604.2442958774,232394.52187823248,796617.9388782417,0.0,0.0,0.0,36990.70646811079,0.0,0.0
40,123303.5044898776,31138.255791720585,72575.68423438899,155243.0511420212,175788.63847580587,151365.75063085556,136102.50383592548,161056.21384075668,64184.83950712241,146093.80160613218,278745.2728522136,263665.6868633275,42754.5097354186,35627.73242190253,205732.91387027616,51104.75101909856,140188.57014799817,604065.0533478584,498786.56132240966,19267.40474694327,351471.10667508224,79972.17814964219,138047.58494066098,43964.72094931669,243936.50956873223,66236.46335981961,145844.39002945146,54015.50441890943,448626.6508110445,25254.566397095623,58754.55944041652,113931.78819613502,175116.6418212956,53058.90539016388,138078.0360685226,161994.73008717556,680918.0105988341,67321.44495102402,0.0,435125.0,247500.4913388795,27349.529682548196,135935.50057976076,907765.7685039428,48378.84928805812,70288.54003597179,43246.61898851336,134598.8908780167,94178.89980581292,212264.70623461064,68960.36056238168,42816.93425040366,372266.41171222006,368181.5400088377,40804.99888709502,203199.46941725505,339873.12905030884,264283.8608579352,0.0,97388.0,31128.213189788454,244548.383921774,49358.32500775717,95653.27889456831,131047.37583447211,51380.93745857506,260337.35150432377,204027.12493139977,329801.24767217983,297942.7789106119,243755.64881003625,75814.69729653455,71877.50752701936,137375.28733003192,214611.49895047225,261201.283079501,9350.190467874636,127147.60252481572,64980.135674209945,108878.43526654644,118733.77173308382,217099.22065085045,114510.8316816293,47318.81696028495,257696.5994988813,47465.48743223713,39818.84966900991,55986.59818585613,179912.92763161106,142491.03476206295,58437.3146856525,36632.15527065354,123315.27894921298,137404.4070276667,236719.30697101948,51380.073727673735,131837.02320773888,212891.0,238259.83136755216,145005.0760094629,1193312.3751629442,93185.48250274076,353063.6333224387,35079.69114355813,197463.81162272656,149113.55218481098,409284.27659071935,276317.8612544404,361303.5625141697,34941.06044984388,233259.0,316946.8664280932,59795.5866686044,207018.16438481,177149.12362108438,199997.6105644115,216443.862095577,329371.45459772693,122410.74793659302,0.0,45140.05320693081,10786.60825964799,26839.936759453907,0.0,24490.20885455096
41,45551.76970066762,64877.74160343455,91933.61035734996,44940.13340298184,56035.5273312486,57386.25404508547,51432.49203704277,49543.259969578416,65999.50961453869,30420.17432096897,56988.61970938757,603873.8547594382,86653.34804716901,46105.37216733786,64707.43374479743,46070.22876027192,47530.52264366113,59510.37158043584,56490.16012839234,69313.18312914335,69723.8119633939,27613.56118020066,18206.962571967364,41836.059301953705,59198.65009441183,50240.77989000181,168988.84090366078,46812.56277975385,54675.73942083691,37555.6811863911,34343.10687138839,34271.559242650284,111884.02360383944,29502.402995127544,34555.750340226776,72804.66784289104,54573.06723296977,143515.59549893878,0.0,52258.40341948568,68890.59526976132,39254.78842473301,109952.09920300922,55103.61838767634,54151.39990489592,27906.3601534107,32721.31743053216,58149.83304135516,180956.31789266065,20844.159794133306,32742.14338434182,50215.22234397722,68948.21241284735,42379.2725445735,32596.542692153424,61147.90490661343,67254.35233676652,34237.42028147707,0.0,44273.2779934687,45921.954239202925,35800.72513587917,28839.9376605649,29560.053986729763,40402.21840367108,49850.14507431837,35031.34038882528,53585.957979824016,38555.35244852779,34650.29605840595,39176.28361759338,27742.253128488897,26852.26588810599,80008.70421469421,49052.6532083348,40169.60751801383,37784.55122774455,30009.12400092308,24628.76456723547,45042.33399614964,31578.58705926474,32834.92076160609,27361.91524100426,29106.65584149057,49721.136451137456,49130.322888325725,40008.71574352696,33453.72228565352,38512.06126217311,66554.82910612451,43866.60165316721,27195.5393285468,44491.18080271463,39928.92536398623,114300.00734556124,22890.29155636636,22512.13869951153,53928.893648735335,33141.82875099442,77468.1032682276,138360.78741858632,41262.439258146085,266600.7866342402,32306.20781770686,29451.68594633584,35959.25756748274,34364.261453254,34465.25202371809,26139.96530670568,22046.874038129376,28894.671053345053,157270.29262267338,31680.42875080305,29372.985384340776,114687.99919364904,59053.22421411285,33493.26157839014,50690.93915652135,51150.23963820885,0.0,29914.24404277251,14191.504833493178,29940.54627516736,0.0,15078.6862640139
42,328194.3036649972,595403.0885610655,0.0,666027.970840266,970811.8457327912,0.0,1460619.303226292,0.0,1249096.3222306091,0.0,905460.8361328336,835831.2699037753,0.0,2062220.089513004,0.0,633973.5053121895,1717528.2106404267,0.0,0.0,1218746.7822358797,0.0,623091.9470260348,0.0,0.0,240065.7548350152,881204.4668980455,0.0,255444.18410906757,0.0,0.0,0.0,0.0,2252430.7077932507,196496.23540671263,369333.2392902486,0.0,0.0,192011.08321857825,0.0,82021.28533759527,132680.55752386432,0.0,272783.1627157554,3147115.4619572703,822502.1474767402,0.0,0.0,951068.2741639093,0.0,0.0,724418.6671856325,635752.4993108213,0.0,1776624.206621483,1266426.6750299707,0.0,40196.778173257335,1349703.6716586538,13609.441332451155,0.0,916450.7671881616,807235.4733425081,480397.9429032728,882809.6370511595,113312.21394681372,1198401.6389856972,82924.2528764084,253987.83486571163,639492.8246329818,0.0,156089.92366753705,433012.4659876134,3593655.6212330684,887831.9244592004,183075.90563824028,2184534.739609748,711607.2717001997,0.0,2765816.3293446302,65852.88745798636,746728.2472085357,0.0,0.0,0.0,217386.62476550043,617386.7790063657,0.0,471650.85825574026,433653.1647364372,253760.7759688273,657639.7255530693,495904.4299135553,309709.8636603318,0.0,300568.1764816139,494605.0626846887,499115.2390519138,0.0,629398.2989818789,621420.591710493,585199.5871772803,0.0,0.0,666056.0566077642,1036046.946396172,0.0,497227.0651529748,0.0,0.0,698654.1189267617,293702.3106073998,415792.8392155953,0.0,120111.72506772589,188615.2623003796,709731.4940870628,553142.8957386166,138994.66375170648,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,115957.19165965158,52292.57462197938,86758.95812188555,44160.161649885296,125934.22410514344,38995.66724546391,30887.342141217552,38029.249180098486,44827.77572200453,21062.800363089307,32855.98407506113,1109167.902730273,64317.85174395138,56571.48757526401,40123.84568723349,38532.581701701856,85976.06203592231,1605601.6710296068,44006.83958594699,52423.70196565197,42222.30653420864,47724.17473129556,149076.8102277678,35431.28787030198,35644.06749261811,36414.81332523996,36487.88065758522,38864.36715263421,243047.47123546145,33426.84097936214,28595.79505802848,29203.58259965465,121556.84135724128,46782.33659836277,45647.74311675946,35043.5459338213,295178.05433617334,30815.72702875576,0.0,35102.44465948301,34734.258675502555,42437.84199503361,76933.47529142164,417574.3325690398,25708.91722707782,47475.32527478732,43807.60482524976,41823.74757586356,214260.63515234643,171309.38371515856,22972.605486070563,48278.21464168097,336832.51333843684,51797.66006846371,37288.003936825815,48888.90441402246,38873.247513200826,87373.64962410642,0.0,32433.392069981608,27456.87139372155,312157.825405526,35953.09394836333,66304.1962557151,116738.146411199,130529.18233089989,36881.14263392125,45602.50492433901,25212.013623210165,122233.71066447464,63411.13127186801,31480.874002350203,23245.49051549009,71085.96099764854,38348.94643456093,91418.00179746666,77490.12361156358,76074.36054098839,86504.2612714268,43789.17297668154,50886.33327518345,34531.2177428382,16940.121816318555,20989.332645826973,36508.89375078329,24441.822766822763,43489.212788096745,29696.2843359384,69640.11680609174,81442.49186228972,52680.69635290631,28386.394146785547,32341.850713686203,19269.15294861456,27957.510237129725,15640.00332326578,28777.657637429133,92843.31872196717,58824.885448927,22976.171256991427,71227.5158303593,38348.900022180285,27367.251296599745,30555.381582373466,26115.816406849568,33844.94854218146,90916.1201944229,23219.7408559788,44692.27255395113,24425.271226974728,161155.3931418725,40931.2203812059,25621.31198555673,45656.86337633786,36762.89787576806,115230.5237216528,35683.97218910954,291256.893684409,20777.18438983016,0.0,42818.0,27588.688250658764,27292.826454458584,0.0,48639.41788202274
44,35016.669460703655,1457654.771193298,44333.85239729792,2723739.195972524,26252.82153729067,1667173.0342685436,0.0,28294.753684979863,78615.0,0.0,56506.18107851256,0.0,39156.24299894455,21745.73478234357,0.0,21918.868274619388,35908.96674965232,0.0,3965815.5428737127,29126.273221408585,83463.26406950768,56603.89864982838,24112.857117567062,22788.0,0.0,21389.271639906998,54740.76899275932,2323251.0975744016,445448.8704774687,29151.0,25431.0,38236.2489678804,24209.587491285347,20659.77713802017,53841.95962414003,85757.95494103432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,382128.29977779137,0.0,27364.445460099305,0.0,37222.72221790068,90936.05392346844,41225.2644980024,2961004.0,2686127.9006700628,477921.3956050996,3114981.969496836,26988.72887584562,152430.43111184565,169969.77104883036,3546669.619671968,0.0,0.0,102555.05526069707,70166.94933598844,0.0,0.0,0.0,0.0,0.0,0.0,422142.2087523382,965470.8172372548,0.0,27702.260592114508,0.0,0.0,1616494.414376012,0.0,34351.441994429944,42202.76818724366,72862.0559002728,64207.58057648606,26335.188015669293,0.0,0.0,26562.793152105936,0.0,3807485.9927268936,0.0,0.0,60497.762147400485,50755.25497395212,1947097.4842898955,26237.56729711996,0.0,37886.12331642212,70492.62203356135,13411.964413892909,0.0,0.0,0.0,67090.87323906258,0.0,0.0,0.0,39673.6607693092,0.0,0.0,3833222.754992523,0.0,0.0,10637.413357195144,0.0,2525443.7453781944,0.0,65577.0,0.0,0.0,0.0,397716.6407585958,0.0,0.0,0.0,0.0,34012.85428952688,0.0,0.0
45,340943.0879401694,1400920.9401183813,410354.9143020799,325296.7675388708,430112.3423925999,50540.28059914818,0.0,3956715.721530769,32334.016688905656,28768.789202457585,592289.655799564,648828.2457106155,33530.12220080523,42186.05149671243,136553.47541106213,29723.2913357137,454946.57188264,1783455.4948560162,1251190.1478976237,44932.5890235072,916906.8760664072,41235.89586829761,48915.50555273778,0.0,553266.512422412,341050.6465886263,457004.40495262353,260968.04556962947,862464.3887969754,30751.764869751583,186279.27429401872,286492.6434304815,478123.4499867169,50743.26732638385,283766.3205757172,22021.64789197198,929009.3602958892,32095.33804735483,0.0,558450.2025538663,55021.817373341066,16067.312277071876,18588.93306222325,1591011.4246309896,56393.218298615655,387995.454969842,51375.39971250086,313561.2003358657,172554.41644292485,651027.4298322067,57613.0212033334,215789.93771460163,2297545.2234301595,867972.8998048244,60816.30499534868,497539.4513427794,783123.7926225644,767645.1657009085,0.0,159480.23642422922,114871.74756494792,3914909.785890796,33031.10908135236,30302.17422707146,354345.515432217,714099.8720081428,460314.3640819916,404176.21914392,936169.4134079583,121107.86898017109,54635.61963490956,113214.8991850469,63264.96598084236,654100.4747033416,336337.52089994034,798858.7356093195,0.0,167365.0402835249,285760.1255141075,222439.9330684339,0.0,627252.5955455326,436670.2130285352,63174.78078939719,510609.5903152592,3612486.898398157,2664294.1122705755,0.0,327031.3057282971,525541.627797476,15241.870950459504,120613.3673141716,446868.0909971618,65251.39429511805,15360.263874513095,61654.55279288185,102535.08464752598,391310.9927542262,67704.99436833535,201667.4749063608,1668303.7528717816,156989.59110076877,28149.84703476564,60851.77263759589,37451.13655085553,136246.9012746316,555688.9146249194,706327.1231547946,180847.3579270755,37434.450430558645,414108.2030553469,1065898.8465117195,57878.750996256014,683314.6370542834,0.0,495742.420107618,626935.3372417828,141091.51638676948,0.0,0.0,52098.3681204925,0.0,62853.12733858451,0.0,0.0
46,1750946.031462399,2226613.7671937803,3586827.2228804603,1366511.0,2193956.5699128527,2131961.9578855005,0.0,1866101.0,2262090.058597568,1904345.32211058,1579494.9619074422,1678125.0,1834606.61417889,1635662.2174126655,2006820.872799496,0.0,0.0,1303667.9969785227,1662588.7915616345,0.0,0.0,1102912.037051538,359354.651059513,0.0,1457753.4380006394,0.0,1654464.859255026,1165878.5531021086,1385016.8048304797,1643722.7069329803,1049915.0,1361959.0041824412,1608189.497135522,1438899.1511161197,1695248.0,6025640.864755402,275050.0541382164,504735.2230780013,0.0,1108056.5035765716,0.0,2145216.0,1887516.0,1233460.5071744514,1947292.0,1270267.989265568,1993777.9375477133,1555451.0,1338138.3262761896,1203623.9546136458,0.0,1740971.0,1450142.0,1451405.7346617198,895476.7452919341,1554646.0,1457176.2211134385,1205972.3748806054,0.0,0.0,703321.1180860872,864268.208176754,280518.0891441321,595062.4751659492,1422122.0,1278541.970205766,1224292.8600415792,0.0,1390666.0,0.0,0.0,1048367.474563118,1519928.0,1250693.4613918893,2214113.7447240576,5092755.904119931,1995212.166159672,762838.5893725797,1589278.358942523,1359138.3617772555,1398272.0,1043725.2629454972,1092044.5853311503,907371.4159610023,1857807.3345139949,1110322.620612843,1681466.3604771828,2266979.640125674,1301363.0,1339016.0,1504644.0,1410371.0,0.0,1481360.0,1275457.0,1481560.0,595292.3987294463,1059433.87018018,1624329.658633357,1129570.4971070853,1071049.8663006567,1483458.2866339658,697984.1538216795,1659272.4623170255,1382555.0,183257.32103697164,574929.1419233812,996234.6734824486,159552.456367784,1483679.0903028618,1100811.0,1172322.0,2379411.0489887875,1270259.504135546,1131690.131712546,1001720.2512614174,163682.21754140162,1069980.0,199369.57020174107,0.0,1440544.0,969447.0,1638685.5272154484,62355.0,1085492.0
47,55544.70167908346,171655.46351063743,132164.72726533542,75726.32845142088,155452.33479845352,128994.8348885463,0.0,61884.3065521518,31582.45517302421,129097.8136556372,214856.6581188928,487372.669983692,317840.693804518,34210.697734802496,126318.8602264002,220822.6833034612,55218.55845340807,68032.29121244675,152731.83231131366,211926.8595461822,0.0,33274.37206677382,60249.0,147829.35702429124,178119.96493650228,35262.725149881735,75433.80144037819,201095.3015309128,79463.08369404817,50957.298941727,99847.9568553241,36718.307622368855,23966.556587310508,48414.21885533538,100769.28108807874,150404.90086277458,129168.9167596298,15485.29863214749,0.0,112724.0,51211.3462051723,25519.63035013387,106828.96343571156,39982.36966947123,29578.6142528886,49774.53431910643,19313.31435474404,39494.02896561666,249019.38196977825,235356.62990708536,23473.57345260214,95549.18438710448,114199.49282103375,62927.71579864912,155522.03965201246,70903.63479936653,990390.0,102328.4359805414,0.0,170124.15734171952,42774.46334293368,16457.97063714947,30697.196481253137,28412.51303785597,48361.770177590544,72364.46288567357,34298.29949955404,96021.35339659246,52491.04500104924,78979.23160585655,93203.57458995428,26691.0782942276,135430.47200309898,54456.13690827624,34461.99741344317,63069.434708567045,0.0,27306.37416844256,53138.44331517091,37733.36973667069,125912.94730429926,49235.040099019534,64078.7870933183,30628.202127818837,149646.4967072336,66244.64080130123,28891.8494170272,120990.78097740376,290985.93580058165,76257.89782822417,86513.11966051068,27619.60085718718,96437.68412701786,74667.84453216381,42669.36244057468,32411.14793678932,23089.352523937006,31022.233097230022,16939.588243586244,620644.8850058625,119546.0006652618,14896.349694296368,32865.889423539746,55303.21329196752,96250.38121823304,48769.2652373974,84533.224609975,41392.40627527348,20114.291178515647,12942.244421132724,60848.68336695449,35092.997331810475,43834.33358063479,15919.893118723412,34674.88109858101,67430.64667206362,43708.7763497571,35980.32414970081,115155.81299088028,0.0,79481.3511314448,0.0,24238.94841932936,4695.0,20012.68855421932
48,363825.2841019593,99097.09597758068,679716.5963964488,167191.90615315398,403142.7367761362,328205.09117110376,153702.55314483406,358304.6559115986,135975.76682655068,165917.22278877455,760861.0735187035,1988524.0,226975.68829165245,106764.8113187716,499308.26912537566,227489.85022691835,373760.0176140837,205943.21357630612,657703.7342220648,309194.68762065965,496738.5197782794,324202.49703198066,953322.6265802184,161096.07332763087,1109674.3616061842,330999.6846968985,1042385.0,217947.43099127564,595229.9988636231,334646.11590151256,386614.9429441944,383277.0,490321.55378666805,83250.59070358012,455522.36103070615,472450.52083294006,127547.09221662604,85054.0,25354.066965059104,203130.3084006384,823556.9294627225,55965.17182108728,935954.3067770996,310441.68633370457,84817.79521498941,341870.0501735084,81684.0,406711.663415232,1972282.9475809531,782347.6635442495,141754.67925191016,311475.3602379208,1192946.0,761892.9745749584,214472.11482053343,969849.6067564004,2210662.0,687648.0,18558.40075077411,143326.23980090622,126709.2403042585,116100.5700249835,56732.0,112187.0,613834.0,562264.630983431,691722.0051192757,503320.2973851392,947048.308066221,170871.53170013858,679223.8963992246,217834.9967193499,254334.919616643,761939.4363963449,212223.0,870872.2107961418,242211.02681651,165704.54496574347,2856558.269689968,310183.99355595314,274348.9490438582,562266.3693407989,479906.7447131646,124188.92932334128,1199079.0,136907.37305890128,92624.0,133745.50005519582,3125541.5548896147,772935.1324491163,144552.7450322073,50353.16660761891,144291.30194541212,136836.7333729459,160191.36082015026,52611.79663334096,269699.98064211366,399840.501786479,197661.0,892446.0,733704.2486772534,423074.4544449589,356766.9385847823,115121.0,409642.0351467482,155330.5087883279,288050.0,300695.24265018053,139477.05181627546,95418.608470431,297596.6021590252,313832.1455264084,55029.73574399229,200552.0,152722.84303495652,284057.96744058945,126865.46062239644,338286.0,130282.51704855544,19763.32167386762,0.0,138992.7593731707,57615.0,0.0,94871.5498616063
